st_gene_id	diffexp_log2fc_WT_48H-vs-MYC2_48H	diffexp_deseq2_pvalue_WT_48H-vs-MYC2_48H
TraesCS1D02G324000	0.90572423	0.824340734
TraesCS6A02G122300	-0.01607571	0.87407725
TraesCS3A02G118400	0.84666837	0.763565423
TraesCS2D02G028900	0.747940049	0.593711234
TraesCS2B02G258600	-0.137649253	0.353413481
TraesCS7A02G321700	-0.148303365	0.262146748
TraesCS5B02G135700	-0.41274048	0.614690427
TraesCS4B02G228600	0.06470461	0.497711579
TraesCS3B02G482200	-1.017829122	0.803021211
TraesCSU02G075500	0.30610893	0.792869475
TraesCS2B02G121400	-0.082190141	0.846255658
TraesCS6D02G148400	-1.017829122	0.803021211
TraesCS4B02G062800	-0.129316802	0.034057333
TraesCS2D02G529000	0.010937198	0.948200349
TraesCS3B02G060400	-0.12438332	0.802958805
TraesCS3D02G475000	0.13306293	0.1059242
TraesCS4B02G340500	-0.000885434	0.998522888
TraesCS5B02G020200	-0.06291006	0.968931485
TraesCS2B02G567500	0.514075368	0.222129948
TraesCS7D02G299800	0.016181549	0.949379832
TraesCS7B02G136900	1.809345921	0.602321014
TraesCS2A02G426100	NA	NA
TraesCS1D02G100700	NA	NA
TraesCS7A02G306800	0.141676093	0.337760624
TraesCS4A02G475200	-0.171118134	0.247747489
TraesCSU02G052200	NA	NA
TraesCS4D02G318600	NA	NA
TraesCS2D02G169800	-0.388638811	0.000228557
TraesCS7B02G171200	-3.497997152	0.082098248
TraesCS2A02G421400	0.00125481	0.989007163
TraesCS1B02G148200	-0.212276536	0.038905074
TraesCS6B02G453000	-0.176452411	0.68892323
TraesCS3A02G133000	-0.191083977	0.744130531
TraesCS6D02G373800	3.119791127	0.172524559
TraesCS7D02G325600	0.099975902	0.289749005
TraesCS4B02G023700	-0.791632259	0.626611594
TraesCS6A02G250300	0.90572423	0.824340734
TraesCS5B02G568300	-1.017829122	0.803021211
TraesCS7B02G334200	-0.244071946	0.582631829
TraesCS2B02G429100	0.197761933	0.005409466
TraesCSU02G104000	-1.017829122	0.803021211
TraesCS1B02G266800	-0.782435809	0.106383454
TraesCS3B02G400900	NA	NA
TraesCS2B02G466400	-0.073881225	0.976590279
TraesCS5B02G274100	-0.156203224	0.299759535
TraesCS5A02G330500	0.31491861	2.79E-05
TraesCS5D02G121400	0.037150338	0.806042702
TraesCS6D02G321900	0.09365731	0.468817252
TraesCS1D02G050500	0.205217178	0.739170722
TraesCS5B02G075300	-0.048072381	0.737251014
TraesCS4D02G171800	-1.017829122	0.803021211
TraesCS2D02G440600	0.300534184	0.578673717
TraesCS7D02G295800	0.223462356	0.652524237
TraesCS5B02G498200	-1.058029739	0.519906591
TraesCS5A02G089600	0.90572423	0.824340734
TraesCS1A02G001800	-0.026781759	0.699617138
TraesCS4A02G362100	-0.056044264	0.986166077
TraesCS2A02G496700	0.962639981	0.042317928
TraesCS2B02G545600	0.148787384	0.060786899
TraesCS1B02G422400	0.090295364	0.634665941
TraesCS5B02G549700	0.1530788	0.245400246
TraesCS1B02G441400	0.90572423	0.824340734
TraesCS3B02G176900	-0.077133702	0.705867905
TraesCS3A02G017200	0.207692603	0.076895547
TraesCS2A02G437900	0.61018315	0.052198386
TraesCS6D02G379500	-0.873833486	0.060363084
TraesCS5B02G552700	-0.231942379	0.73840523
TraesCS6D02G049100	0.213700527	0.00110302
TraesCS4B02G100500	0.254924518	0.535201385
TraesCS4B02G089500	-0.194831343	0.0040805
TraesCS1A02G205300	0.004895694	0.962884314
TraesCS2A02G180000	0.90572423	0.824340734
TraesCS1D02G256400	0.538648713	0.012118656
TraesCS4A02G166700	0.125607267	0.499699956
TraesCS7D02G055000	0.823791386	0.494337581
TraesCS6B02G009500	3.127374656	0.176299731
TraesCS7B02G250300	-0.902289988	0.478679198
TraesCS2A02G225200	0.590544234	2.89E-10
TraesCS5A02G538100	-0.037449267	0.847950635
TraesCS3D02G500600	0.089633526	0.625272682
TraesCS1D02G415600	-2.498832808	0.326554141
TraesCS4B02G290500	0.411096807	0.004893726
TraesCS4B02G298000	0.105398132	0.595787569
TraesCS2A02G322600	0.122099173	0.849672513
TraesCS1B02G437100	0.528648435	0.65259927
TraesCS6B02G120000	2.807343322	0.25401122
TraesCS6D02G201600	0.015829382	0.916893382
TraesCS5B02G244000	0.483847639	0.020612123
TraesCS4D02G028000	-0.323842859	0.028625016
TraesCS2B02G396000	NA	NA
TraesCS3A02G452600	-0.056044324	0.986224416
TraesCS1B02G092800	-1.017829122	0.803021211
TraesCS5A02G116100	0.064642521	0.424798858
TraesCS6D02G180300	-0.795336016	0.645045145
TraesCS6B02G133300	-0.080018102	0.85307042
TraesCS2D02G499800	-0.014590625	0.927265045
TraesCS5D02G480300	-0.046603341	0.764067188
TraesCS3D02G282600	0.90572423	0.824340734
TraesCS7D02G169900	1.029438351	0.057305888
TraesCS1A02G110200	-0.02263947	0.856457815
TraesCS4B02G204600	-0.306629609	0.25602427
TraesCS4B02G094500	0.065524795	0.555182196
TraesCS1D02G055200	-0.228092373	0.281250608
TraesCS1B02G212900	-0.216258673	0.274645052
TraesCS2A02G521600	-0.035531855	0.690270745
TraesCS7A02G043000	-0.188487056	0.514987441
TraesCS1B02G267000	-0.081258228	0.261224874
TraesCS3D02G453600	-1.370058844	0.439744909
TraesCS5B02G528800	0.90572423	0.824340734
TraesCS7A02G228300	0.154977693	0.062576142
TraesCS3B02G364900	0.241664838	0.429394014
TraesCS2B02G473500	-1.017829122	0.803021211
TraesCS5A02G270200	1.789983877	0.608457465
TraesCS4A02G289900	0.836695309	0.751548575
TraesCSU02G048600	1.13162649	0.253368786
TraesCS4A02G073000	-0.116634248	0.378016148
TraesCS2D02G511500	0.229629765	0.14067171
TraesCS7B02G395100	-0.177393499	0.188821096
TraesCS4A02G327100	-0.752640689	0.488909478
TraesCS6A02G389200	-0.294577582	0.65790736
TraesCS7D02G314000	-0.058034348	0.956314804
TraesCS5B02G126100	-0.393367693	0.531442806
TraesCS6A02G400500	0.168127771	0.087960371
TraesCS1A02G379500	-0.169105049	0.364240152
TraesCS7A02G537500	1.807274337	0.573117674
TraesCS4B02G253300	-0.082379478	0.35193721
TraesCS4B02G041700	-0.936668032	0.738945512
TraesCS4D02G042000	0.068348695	0.59439431
TraesCS3B02G355400	-0.650378521	0.366378639
TraesCS1B02G261700	-0.291631045	0.032495286
TraesCS6B02G095600	-0.056044233	0.98613567
TraesCS5A02G276500	0.352430099	0.843696656
TraesCS6B02G447200	-0.063872714	0.97763342
TraesCS6D02G208500	0.120668384	0.763874831
TraesCS7D02G107600	0.039247695	0.642287943
TraesCS3D02G219300	0.073191312	0.727206195
TraesCS1A02G012400	-0.013308335	0.980181001
TraesCS4D02G098500	-0.028839155	0.748957261
TraesCS5B02G145800	0.587074625	0.013835955
TraesCS3A02G328600	0.00411297	0.987983977
TraesCS6A02G014300	0.90572423	0.824340734
TraesCS2B02G275500	-0.178000074	0.281052522
TraesCS2D02G293900	0.011625901	0.908813402
TraesCS4D02G159500	-0.02599858	0.676779643
TraesCS1D02G083000	-0.077760455	0.388953697
TraesCS5A02G068600	-0.338673484	0.755379435
TraesCS1D02G398100	-0.046757148	0.983675772
TraesCS5A02G066900	0.215929404	0.882428548
TraesCS3B02G338000	-0.144709596	0.728174575
TraesCS7A02G277600	0.139137408	0.114583872
TraesCS7D02G230800	-0.32775957	0.818359966
TraesCS1B02G036500	-0.183071298	0.007963531
TraesCS3A02G394100	-0.224725118	0.529164773
TraesCS3A02G475600	0.282286894	0.12932921
TraesCS2A02G145200	0.197704579	0.757934935
TraesCS2A02G159200	-1.017829122	0.803021211
TraesCS7A02G519900	0.10334806	0.851475926
TraesCS5B02G526700	NA	NA
TraesCS2D02G441900	0.117232296	0.429810445
TraesCS4D02G292000	-0.201970901	0.295159237
TraesCS3D02G378500	0.26039002	0.196706413
TraesCS7B02G453200	-0.736474456	0.576383482
TraesCS2D02G157100	0.298547947	0.002689314
TraesCS3A02G105100	-0.034720289	0.844188015
TraesCS3B02G471900	0.357983098	0.835744413
TraesCS2A02G529000	0.098666063	0.861467069
TraesCS2A02G396400	0.302479891	0.245498827
TraesCS5D02G235700	-1.957447274	0.370735205
TraesCS2A02G158500	0.195398848	0.857519893
TraesCS6D02G067700	0.675175287	0.696852977
TraesCS6B02G171600	-0.028793745	0.718795332
TraesCS5B02G262200	-1.017829122	0.803021211
TraesCS2B02G277800	0.039765813	0.802423406
TraesCS6A02G123000	0.838239367	0.751992771
TraesCS1D02G026300	-0.959309746	0.715905497
TraesCS4D02G028200	NA	NA
TraesCS2D02G178000	-0.620548904	0.111561108
TraesCS2D02G111000	0.011532623	0.986597366
TraesCS6A02G312300	0.051871173	0.560186598
TraesCS7B02G130300	-0.345035583	0.223981323
TraesCS3D02G135400	-0.033194447	0.946186401
TraesCS6D02G295300	0.144083528	0.29153271
TraesCS2B02G138900	0.53220979	0.808238332
TraesCS2D02G214900	-0.977795671	0.72559451
TraesCS4A02G071500	-0.383134842	0.255276028
TraesCS6A02G272000	0.053629311	0.616524844
TraesCS5D02G287800	-0.013501566	0.931332915
TraesCS5B02G529200	-2.500572058	0.356409167
TraesCS2B02G539300	0.093410485	0.730527843
TraesCS4A02G438700	-1.017829122	0.803021211
TraesCS7B02G396100	0.007010209	0.963039459
TraesCS4D02G036200	-0.351635146	4.19E-05
TraesCS3A02G425300	0.365063588	0.688054196
TraesCS1B02G073300	0.522012615	0.802500906
TraesCS6B02G329900	-0.030859501	0.839169516
TraesCS2D02G182600	0.90572423	0.824340734
TraesCS3D02G300100	0.311533854	0.489434819
TraesCS7B02G240700	-0.077887669	0.629951835
TraesCS6B02G092100	-0.020947983	0.895110348
TraesCS7A02G386000	0.369578131	0.439570705
TraesCS1A02G402300	NA	NA
TraesCS7A02G029900	-0.342348541	0.00153285
TraesCS2D02G190500	-0.286955758	0.046770205
TraesCS2A02G519400	-2.52817672	0.384695256
TraesCS1A02G010400	0.082568251	0.840998769
TraesCS7B02G084400	-0.500605956	0.154166456
TraesCS3D02G073700	-0.050791738	0.669886548
TraesCS7B02G388700	NA	NA
TraesCS3D02G105000	0.747240435	1.22E-05
TraesCS1D02G286900	-0.463076576	0.796204475
TraesCS5D02G069200	0.236650865	0.321308489
TraesCS4D02G316800	-0.056044233	0.98613567
TraesCS3A02G294000	-0.477787158	0.083149696
TraesCS5D02G132300	-0.371382432	0.047418694
TraesCS6B02G276900	-0.057763578	0.907182005
TraesCS3B02G281500	-0.095937876	0.451628885
TraesCS7B02G169200	0.90572423	0.824340734
TraesCS3D02G291300	0.000217191	0.998365029
TraesCS1D02G207800	0.224928957	0.62308453
TraesCS3A02G342705	-0.751864161	0.394346386
TraesCS3A02G175000	0.032962877	0.693892077
TraesCS5D02G395100	-1.523294361	0.521815592
TraesCS5B02G161200	-0.024041783	0.961543039
TraesCS6D02G274000	0.324595366	0.15004861
TraesCS1B02G155400	0.427985	0.647753107
TraesCS4D02G278900	0.948309133	0.37363839
TraesCS2B02G245700	0.113600441	0.883142095
TraesCS6D02G086600	0.349024416	0.046552749
TraesCS2A02G585600	1.080620125	0.065859671
TraesCS3A02G319200	0.291821846	0.654272297
TraesCS4B02G191600	-0.727606461	0.574041819
TraesCS7A02G296000	0.00368214	0.968618646
TraesCS5A02G431400	-0.040511237	0.841975224
TraesCS6A02G337000	-0.134286433	0.126725324
TraesCS1B02G377100	-0.067778767	0.966826332
TraesCS2B02G043500	0.407151562	0.457638296
TraesCS7D02G194900	NA	NA
TraesCS3D02G137800	-0.067632522	0.54436842
TraesCS4B02G248600	-0.489691408	0.040637864
TraesCS2A02G042400	-0.248776892	0.014785148
TraesCS3B02G011700	0.236255829	0.659375697
TraesCS3D02G510000	0.043223557	0.754442903
TraesCS1A02G326600	NA	NA
TraesCS4D02G230800	-0.757147669	0.129946483
TraesCS4B02G253800	-0.050283678	0.971455427
TraesCS2A02G436100	-0.204111085	0.267546553
TraesCS2A02G329300	0.90572423	0.824340734
TraesCS7B02G156400	0.90572423	0.824340734
TraesCS3D02G038200	-1.04604987	0.388145368
TraesCS4B02G273000	0.172543045	0.895382412
TraesCS3D02G315800	-1.043940535	0.509383954
TraesCS1A02G339700	-0.136459735	0.506167007
TraesCS6D02G118000	-0.356614934	0.391016721
TraesCS2B02G448400	-1.054552097	0.01454187
TraesCS5D02G094100	-0.023155272	0.89712553
TraesCS4D02G341200	-0.014093458	0.911351481
TraesCS3A02G395200	0.234330936	0.425829984
TraesCS2A02G333100	1.472562145	0.000603452
TraesCS7A02G041200	-0.526797255	0.011570263
TraesCS4A02G218700	-0.109401755	0.855757133
TraesCS2D02G159900	0.051312516	0.724936118
TraesCS5A02G146800	-0.129104651	0.258861173
TraesCS3D02G006500	0.810901833	0.015194172
TraesCS6A02G182800	-0.054506254	0.869406211
TraesCS6D02G383800	-0.087291074	0.209833679
TraesCS2A02G292900	-0.066384346	0.34350333
TraesCS1B02G080100	1.168084396	0.439952836
TraesCS5A02G291500	0.039456921	0.624284936
TraesCS2B02G574800	-1.049210203	0.575623045
TraesCS2D02G318700	0.03617737	0.883659087
TraesCS5A02G558800	-2.054455565	0.195859918
TraesCS2A02G435200	-0.846771869	0.595072199
TraesCS2B02G178100	0.22926456	0.137536581
TraesCS2B02G376800	0.029023427	0.884284594
TraesCS6A02G076300	0.043625008	0.828836523
TraesCS2A02G455600	1.259233334	0.140789029
TraesCS4B02G053700	-0.209010088	0.533258885
TraesCS6A02G322200	0.110769551	0.532054652
TraesCS1D02G053400	-0.422440332	0.338203454
TraesCS6A02G273300	-0.081555885	0.660612801
TraesCS5A02G408900	0.189908873	0.731059169
TraesCS5A02G197100	1.264400599	0.010447626
TraesCS3D02G059300	-0.417536213	0.232151156
TraesCS6A02G297800	-0.387737365	0.044825142
TraesCS6A02G165700	-0.225591495	0.443936804
TraesCS3D02G111500	-0.097330685	0.799130624
TraesCS5A02G250400	0.236079907	0.629593898
TraesCS4B02G235100	-0.027755113	0.782773608
TraesCS1A02G170600	-0.032763912	0.676880738
TraesCSU02G117800	-0.041894468	0.769216361
TraesCS5A02G126100	0.484908948	0.147744935
TraesCS1B02G466800	-0.455632548	0.801174757
TraesCS5B02G048500	3.301896369	0.044538246
TraesCS1B02G040100	NA	NA
TraesCS7D02G236800	0.664866883	0.050690413
TraesCS2D02G538200	-0.461842526	0.226336367
TraesCS4A02G483000	-1.899712136	0.55062203
TraesCS4A02G299800	-0.298126989	0.106386511
TraesCS7A02G136300	0.162029121	0.075826059
TraesCS1D02G166800	0.248983709	0.250064159
TraesCS2A02G437100	0.095490496	0.279281663
TraesCS3A02G001600	-0.641809911	0.031036123
TraesCS4A02G082800	-1.467075275	0.167560907
TraesCS4D02G075400	-0.056044331	0.986231787
TraesCS5D02G037300	-0.289932631	0.00505228
TraesCS6D02G249400	0.374562644	0.001355392
TraesCS5B02G238700	2.805708748	0.29538441
TraesCS2A02G340100	-0.020404012	0.799953076
TraesCS7A02G296400	-0.317213284	0.497907753
TraesCS4D02G001500	0.166967595	0.315512081
TraesCS2B02G401300	0.795026577	1.24E-05
TraesCS3D02G065200	-0.074011556	0.623765519
TraesCS4D02G293200	0.515672064	1.07E-07
TraesCS1D02G449300	0.475328089	0.509284822
TraesCS5B02G148600	-0.378290686	0.806669568
TraesCS7B02G244800	0.173170847	0.227678458
TraesCS4B02G182900	0.858859921	0.000397679
TraesCS5D02G566900	-0.008718381	0.988322022
TraesCS2B02G219200	0.353136748	0.000579095
TraesCS7B02G351100	2.648232526	0.144719604
TraesCS1D02G157600	-0.034103279	0.751175774
TraesCS5D02G525300	-3.211341715	1.17E-07
TraesCS5A02G413600	0.617138132	0.627498271
TraesCS1D02G010000	-0.119986106	0.57567381
TraesCS5D02G380700	NA	NA
TraesCS3B02G122400	-0.035701721	0.815929375
TraesCS5A02G337100	-0.126888734	0.137786015
TraesCS3D02G073400	-0.58290448	0.318755757
TraesCS1D02G253400	0.167893194	0.362232514
TraesCS2B02G379300	0.556081127	0.383426857
TraesCS4A02G258000	0.138572314	0.72610906
TraesCS3B02G228200	0.047292158	0.675480635
TraesCS2D02G410100	-0.024643524	0.913733079
TraesCS3B02G048200	-0.37700487	0.581820655
TraesCS3B02G274500	2.391687537	0.383588696
TraesCSU02G155900	-0.436995322	0.070319298
TraesCS6D02G009100	0.104157904	0.410704999
TraesCS3A02G217500	-0.038268503	0.721017352
TraesCS5B02G211300	-0.848148631	0.470286105
TraesCS6D02G212000	0.006014527	0.945836947
TraesCS3B02G382300	0.90572423	0.824340734
TraesCS1A02G227700	-0.857190537	0.572811004
TraesCS1B02G230100	0.852159239	0.388185596
TraesCS7B02G014700	0.208061439	0.226109818
TraesCS5D02G432700	0.100726826	0.400226079
TraesCS3B02G410200	1.689157828	0.238028623
TraesCS4D02G151700	-0.158541703	0.50556799
TraesCS2B02G311200	0.451446432	0.010482998
TraesCS3A02G384100	-1.017829122	0.803021211
TraesCS4A02G294000	0.114006844	0.385387944
TraesCS6A02G161500	0.084550822	0.423420273
TraesCS1A02G305300	0.496507694	0.013099554
TraesCS2A02G170700	0.100671836	0.469909136
TraesCS7A02G195300	-0.141966366	0.314749696
TraesCS2D02G414500	NA	NA
TraesCS1A02G236700	0.011261022	0.951952543
TraesCS6B02G062400	-0.054058593	0.613424136
TraesCS3D02G447800	-1.017829122	0.803021211
TraesCS2D02G491300	0.164085536	0.364327729
TraesCS6D02G200200	0.351145377	0.002860565
TraesCS4D02G291300	-0.186153859	0.127027918
TraesCS4A02G486700	1.144372572	0.169446568
TraesCS6A02G109500	0.90572423	0.824340734
TraesCS7D02G326700	0.132497075	0.368921317
TraesCS1A02G243700	-0.009962815	0.895591946
TraesCS7B02G221400	-0.035094479	0.869900516
TraesCS1B02G357400	-0.460671893	0.109403384
TraesCS6D02G104100	0.035541642	0.861327828
TraesCS2A02G404100	-0.076013914	0.542359746
TraesCS5B02G136500	-0.083564015	0.270907085
TraesCS2A02G024700	1.564497165	7.64E-16
TraesCS7A02G247900	-0.314555576	0.069124484
TraesCS2A02G200700	-0.209177399	0.420989692
TraesCS2A02G059400	-0.286361483	0.599126201
TraesCS3B02G464800	0.90572423	0.824340734
TraesCS5A02G339100	NA	NA
TraesCS6D02G225300	-0.02151421	0.875606982
TraesCS3B02G403600	0.597761836	0.275438291
TraesCS1A02G377700	-0.050670826	0.808359927
TraesCS1B02G450500	-0.56212906	0.001331885
TraesCS1D02G416700	0.203343379	0.545459008
TraesCS5D02G038700	-0.165766596	0.258986093
TraesCS7A02G486000	0.90572423	0.824340734
TraesCS7A02G368900	-0.066016034	0.641223026
TraesCS5D02G296800	NA	NA
TraesCS2B02G246200	-0.344552751	0.292663767
TraesCS7A02G425800	-1.017829122	0.803021211
TraesCSU02G180700	0.085251545	0.851167375
TraesCS3A02G091800	-0.007429672	0.980549197
TraesCS3B02G500200	0.490474388	0.548643418
TraesCS2D02G273700	-0.052390942	0.744244178
TraesCS5B02G556700	-1.017829122	0.803021211
TraesCS6A02G330000	0.90572423	0.824340734
TraesCS3D02G457400	0.1758054	0.070731332
TraesCS3D02G254600	0.309843322	0.136324453
TraesCS1D02G453000	-1.125342951	0.178317647
TraesCS6D02G064300	-0.30055045	0.70360681
TraesCS1D02G123400	0.241105689	0.006361641
TraesCS7B02G497100	NA	NA
TraesCS3A02G051200	-0.158903492	0.715800682
TraesCS7A02G269600	0.250750732	0.068479844
TraesCS6D02G300600	2.539041685	0.095906751
TraesCS1B02G220300	-0.047427135	0.58885836
TraesCS1D02G088000	-0.026769785	0.773577819
TraesCS7B02G028300	0.01005995	0.961590531
TraesCS5B02G067500	-2.386065725	0.012939077
TraesCS7D02G267100	0.286145379	0.146221129
TraesCS7D02G023400	2.597460136	0.032147159
TraesCS7D02G207100	-0.530809036	0.392724057
TraesCS1D02G233600	-0.579350308	0.325313225
TraesCS6D02G037400	-0.082846873	0.379307569
TraesCS1B02G082500	NA	NA
TraesCS5D02G557500	-0.04243053	0.980050527
TraesCS6A02G208900	0.166337742	0.38596924
TraesCS6B02G154600	0.145652079	0.775585154
TraesCS5B02G080200	0.155820582	0.039862265
TraesCS2B02G611000	-0.453987386	0.450061279
TraesCS7A02G489700	-0.077449737	0.841957994
TraesCS2A02G119600	-0.212775844	0.783392077
TraesCS5D02G201400	0.363372747	0.11957536
TraesCS3A02G516000	NA	NA
TraesCS2B02G102900	-0.096314134	0.868912669
TraesCS1A02G239100	-0.073996332	0.360982281
TraesCS2B02G335300	0.117008724	0.698626788
TraesCS7A02G427200	-1.050968349	0.453543612
TraesCS5B02G541300	-1.017829122	0.803021211
TraesCS2B02G581800	-0.05604432	0.986220765
TraesCS6D02G405800	-0.471186359	0.258163524
TraesCS3A02G427600	-0.47684894	1.10E-05
TraesCS2B02G501200	-0.032312548	0.711570103
TraesCS5A02G268700	-0.254979589	0.156122764
TraesCS5B02G258200	NA	NA
TraesCS6D02G144500	-1.46043098	0.063392707
TraesCS7B02G081900	0.220428931	0.761956411
TraesCS6B02G126800	-0.858013873	0.580477258
TraesCS1D02G442200	1.809345921	0.602321014
TraesCS4B02G378300	2.526622981	0.014896793
TraesCS5D02G156800	0.277935357	0.855941769
TraesCS3D02G303600	-0.09042892	0.662003288
TraesCS4A02G442200	2.234433306	0.00107766
TraesCS3A02G211400	-0.228813726	0.076131013
TraesCS5B02G485700	-0.020487171	0.945378333
TraesCS3A02G344300	-0.372675684	0.520031318
TraesCS3A02G177500	-0.069134037	0.547580415
TraesCS3B02G595100	NA	NA
TraesCS4A02G033300	-0.495075686	0.266764876
TraesCS5A02G065200	-0.265446988	0.500154356
TraesCS3B02G004200	-0.17598535	0.022774738
TraesCS3D02G072400	-0.058355947	0.945070189
TraesCS4D02G049900	-0.223740868	0.027410693
TraesCS2A02G102300	0.056710316	0.641713597
TraesCS7D02G271700	0.116672959	0.254422528
TraesCS5D02G396200	0.095739687	0.649664534
TraesCS2D02G022300	0.592669797	0.052436612
TraesCS5A02G093200	-0.043055905	0.557834459
TraesCS2B02G363800	-0.027283068	0.812345153
TraesCS5A02G370500	0.153005194	0.25052397
TraesCS7A02G549800	0.012986615	0.878238145
TraesCS1A02G402500	0.455486833	0.000158184
TraesCS2B02G541500	0.011262129	0.955927929
TraesCS2D02G018000	-0.406544708	0.100178278
TraesCS5B02G043700	0.779720956	0.001964312
TraesCS6B02G348200	-0.320978172	0.136707302
TraesCS7A02G414200	0.90572423	0.824340734
TraesCS6A02G171300	-0.234499522	0.495936228
TraesCS2D02G216500	0.350415216	0.780195031
TraesCS6D02G100200	0.349598191	0.352424868
TraesCS5D02G465400	0.173612145	0.074117429
TraesCS1D02G289300	-1.899712136	0.55062203
TraesCS4A02G170500	-0.056044226	0.986128429
TraesCS7B02G107300	-1.899712136	0.55062203
TraesCS6A02G225800	-0.128502757	0.802249011
TraesCS7A02G437100	-0.332627487	0.284973126
TraesCS3A02G239500	-0.791741274	0.627198952
TraesCS2A02G490000	0.572340997	0.221716327
TraesCS3D02G203900	0.060965115	0.47132159
TraesCS4B02G063500	NA	NA
TraesCS4B02G171600	-0.049615768	0.97550199
TraesCS2D02G537600	-0.074292024	0.975123473
TraesCS2B02G427500	-0.420700346	0.343557516
TraesCS6A02G369000	0.024075531	0.875437774
TraesCS3B02G030600	0.003835842	0.959153273
TraesCS5D02G382300	NA	NA
TraesCS2B02G155000	-0.47490304	0.692946439
TraesCS1D02G395200	1.841557927	0.382699331
TraesCS4A02G413500	-0.029260447	0.945660096
TraesCS3D02G536300	-0.172275383	0.093918911
TraesCS2B02G417000	0.338154241	0.000375699
TraesCS5B02G148000	0.538316724	0.788874717
TraesCS3A02G122600	-0.048110809	0.98320718
TraesCS5A02G452500	0.097170762	0.872802693
TraesCS5B02G164400	NA	NA
